NAME,ADDRESS,CITY,STATE,ZIPCODE,LAT,LONG,STARS,REVIEW_COUNT,IS_OPEN,ACCEPTS_CREDITCARD,PRICE_RANGE,ALCOHOL,WIFI,DOGS_ALLOWED,WHEELCHAIR_ACCESS,APPOINTMENT_ONLY,CATEGORIES,CATEGORY1,TYPE,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,CATEGORY7,CATEGORY8,CATEGORY9,CATEGORY10,CATEGORY11,CATEGORY12,CATEGORY13,CATEGORY14,CATEGORY15,CATEGORY16,,,,,,,,
Neighborhood Flea,2301 Smallman St,Pittsburgh,PA,15222,40.4537908,-79.9822515,4.5,7,1,TRUE,2,,,,,FALSE,"Local Flavor, Antiques, Flea Markets, Shopping",Local Flavor,, Antiques, Flea Markets, Shopping,,,,,,,,,,,,,,,,,,,,
Relics on 5th,930 5th Ave,Coraopolis,PA,15108,40.51773638,-80.16530581,4.5,4,1,TRUE,,,,,,,"Shopping, Antiques, Fashion, Accessories, Used, Vintage & Consignment",Shopping,, Antiques, Fashion, Accessories, Used, Vintage , Consignment,,,,,,,,,,,,,,,,,
Holiday Inn Express Irwin,8400 Route 30,North Huntingdon,PA,15642,40.31359772,-79.68108833,3.5,10,1,TRUE,2,,free,,,,"Event Planning & Services, Hotels & Travel, Hotels, Venues & Event Spaces",Event Planning ,, Services, Hotels , Travel, Hotels, Venues , Event Spaces,,,,,,,,,,,,,,,,,
Old Town Buffet,860 Saw Mill Run Blvd,Pittsburgh,PA,15226,40.41144962,-80.0066623,2.5,59,0,TRUE,2,full_bar,no,,,,"Restaurants, Buffets, Chinese",Restaurants,, Buffets, Chinese,,,,,,,,,,,,,,,,,,,,,
Tuesday Morning,3430 William Penn Hwy,Pittsburgh,PA,15235,40.42916909,-79.81300604,3.5,3,1,TRUE,1,,,,,,"Gift Shops, Flowers & Gifts, Discount Store, Home & Garden, Shopping",Gift Shops,, Flowers , Gifts, Discount Store, Home , Garden, Shopping,,,,,,,,,,,,,,,,,
Downtown Pittsburgh Dogs,915 Penn Ave,Pittsburgh,PA,15222,40.4440007,-79.9977994,5,22,1,,,,,,,,"Pet Sitting, Pet Services, Pet Training, Dog Walkers, Pets",Pet Sitting,, Pet Services, Pet Training, Dog Walkers, Pets,,,,,,,,,,,,,,,,,,,
Seviche,930 Penn Ave,Pittsburgh,PA,15222,40.4440334,-79.9970421,4,335,0,TRUE,2,full_bar,no,,TRUE,,"Cuban, Restaurants, Latin American, Tapas/Small Plates",Cuban,, Restaurants, Latin American, Tapas/Small Plates,,,,,,,,,,,,,,,,,,,,
Naturoll Creamery,4318 Butler St,Pittsburgh,PA,15201,40.47107284,-79.95992774,4,133,1,TRUE,2,,no,FALSE,FALSE,,"Cupcakes, Ice Cream & Frozen Yogurt, Desserts, Food",Cupcakes,, Ice Cream , Frozen Yogurt, Desserts, Food,,,,,,,,,,,,,,,,,,,
Hundred Wood,100 Wood St,Pittsburgh,PA,15222,40.43798717,-80.00210519,4.5,35,0,TRUE,1,full_bar,no,,TRUE,,"Burgers, Restaurants, American (Traditional), Sandwiches, Food",Burgers,, Restaurants, American (Traditional), Sandwiches, Food,,,,,,,,,,,,,,,,,,,
Healthy Pet Products,3043 Washington Rd,McMurry,PA,15317,40.2928441,-80.1029818,4.5,5,1,,,,,,,,"Pets, Pet Stores",Pets,, Pet Stores,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania Turnpike Comm,875 Greentree Rd,Pittsburgh,PA,15220,40.4257016,-80.0396959,1.5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nancy Aharon, DDS",501 Penn Ave,Turtle Creek,PA,15145,40.405376,-79.829389,2,9,1,TRUE,,,,,,TRUE,"Dentists, Pediatric Dentists, Health & Medical, Cosmetic Dentists",Dentists,, Pediatric Dentists, Health , Medical, Cosmetic Dentists,,,,,,,,,,,,,,,,,,,
China House,"5513 William Flynn Hwy, Ste 600",Gibsonia,PA,15044,40.6271469,-79.9425004,4,28,1,TRUE,1,none,no,,TRUE,,"Chinese, Restaurants",Chinese,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Zenewicz Notary Service,5619 Grubbs Rd,Gibsonia,PA,15044,40.6471824,-79.9702479,5,3,1,TRUE,,,,,,,"Local Services, Registration Services, Notaries, Professional Services, Automotive",Local Services,, Registration Services, Notaries, Professional Services, Automotive,,,,,,,,,,,,,,,,,,,
Porgy and Bess,719 Liberty Ave,Pittsburgh,PA,15222,40.4430038,-80.0000446,3.5,12,1,,,,,,,,"Yelp Events, Local Flavor",Yelp Events,, Local Flavor,,,,,,,,,,,,,,,,,,,,,,
Peter Allen's,613 Penn Ave,Pittsburgh,PA,15222,40.44286478,-80.00204603,2.5,63,1,TRUE,2,full_bar,no,,,,"Italian, Seafood, Restaurants, Diners",Italian,, Seafood, Restaurants, Diners,,,,,,,,,,,,,,,,,,,,
Hot Rod Piercing,95 S 16th St,Pittsburgh,PA,15203,40.4286145,-79.9824788,4.5,46,1,TRUE,2,,,,FALSE,FALSE,"Beauty & Spas, Piercing, Tattoo",Beauty ,, Spas, Piercing, Tattoo,,,,,,,,,,,,,,,,,,,,
Sewickley Cafe,409 Beaver St,Sewickley,PA,15143,40.5412635,-80.1814021,3.5,39,0,TRUE,2,full_bar,free,,TRUE,,"Restaurants, American (New)",Restaurants,, American (New),,,,,,,,,,,,,,,,,,,,,,
Cala Lily Restaurant And Bar,"500 Grandview Crossing, Ste 20",Gibsonia,PA,15044,40.64309488,-79.93945207,4,34,1,TRUE,3,full_bar,free,,,,"Nightlife, Mediterranean, Seafood, Restaurants, Bars, American (New), Lounges",Nightlife,, Mediterranean, Seafood, Restaurants, Bars, American (New), Lounges,,,,,,,,,,,,,,,,,
Wendy's,5055 Library Rd,Bethel Park,PA,15102,40.33822588,-80.02547536,1.5,15,1,TRUE,1,none,,,,,"Restaurants, Burgers, Fast Food",Restaurants,, Burgers, Fast Food,,,,,,,,,,,,,,,,,,,,,
412 Detailing,4831 Girard Rd,Pittsburgh,PA,15227,40.361076,-79.971142,5,3,0,,,,,,,,"Auto Detailing, Automotive",Auto Detailing,, Automotive,,,,,,,,,,,,,,,,,,,,,,
Pizza Fiesta,4911 Penn Ave,Pittsburgh,PA,15224,40.46534922,-79.94492368,4,10,1,,,,,,,,"Pizza, Chicken Wings, Italian, Restaurants",Pizza,, Chicken Wings, Italian, Restaurants,,,,,,,,,,,,,,,,,,,,
Industrious Pittsburgh,"One PPG Pl, 31st Fl",Pittsburgh,PA,15222,40.4399982,-80.0037948,5,11,1,TRUE,,,,,,TRUE,"Shared Office Spaces, Real Estate, Home Services",Shared Office Spaces,, Real Estate, Home Services,,,,,,,,,,,,,,,,,,,,,
City Oven,336 4th Ave,Pittsburgh,PA,15222,40.43896149,-80.00014544,4,32,1,TRUE,1,none,no,,TRUE,,"Pizza, Restaurants",Pizza,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Wahl's Auto Service,1805 Sarah St,Pittsburgh,PA,15203,40.4279592,-79.9801693,4.5,19,1,TRUE,,,,,,,"Automotive, Auto Repair",Automotive,, Auto Repair,,,,,,,,,,,,,,,,,,,,,,
Hunan King Chinese Restaurant,1700 Mount Royal Blvd,Glenshaw,PA,15116,40.5258479,-79.9619969,3.5,11,1,,1,,,,,,"Chinese, Restaurants",Chinese,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Walmart Supercenter,250 Summit Park Dr,Pittsburgh,PA,15275,40.447712,-80.176111,2.5,32,1,TRUE,1,,,,TRUE,,"Grocery, Fashion, Discount Store, Mobile Phones, Photography Stores & Services, Shopping, Department Stores, Electronics, Drugstores, Food",Grocery,, Fashion, Discount Store, Mobile Phones, Photography Stores , Services, Shopping, Department Stores, Electronics, Drugstores, Food,,,,,,,,,,,,,
All Appliance Repair,1156 McKenna Ave,Pittsburgh,PA,15205,40.426981,-80.049094,2,3,1,TRUE,,,,,,,"Local Services, Appliances & Repair",Local Services,, Appliances , Repair,,,,,,,,,,,,,,,,,,,,,
Wine & Spirits Store 0207,One Oxford Ctr,Pittsburgh,PA,15219,40.4380556,-79.9988889,3.5,3,1,TRUE,2,,,,,,"Beer, Wine & Spirits, Food",Beer,, Wine , Spirits, Food,,,,,,,,,,,,,,,,,,,,
Sheraton Pittsburgh Airport Hotel,1160 Thorn Run Rd,Coraopolis,PA,15108,40.50157215,-80.20946524,3,42,1,TRUE,2,,free,TRUE,,,"Event Planning & Services, Hotels, Hotels & Travel",Event Planning ,, Services, Hotels, Hotels , Travel,,,,,,,,,,,,,,,,,,,
Affordable Care Veterinary Clinic,3520 Marion Ave,Finleyville,PA,15332,40.2526833,-80.0050063,4,4,1,,,,,,,,"Pets, Veterinarians",Pets,, Veterinarians,,,,,,,,,,,,,,,,,,,,,,
Luma Restaurant,8 Brilliant Ave,Pittsburgh,PA,15215,40.489099,-79.9007219,3,20,0,TRUE,3,full_bar,no,,,,"Restaurants, American (New), Diners",Restaurants,, American (New), Diners,,,,,,,,,,,,,,,,,,,,,
The Clark Building,717 Liberty Ave,Pittsburgh,PA,15222,40.4427705,-79.9994015,4,3,1,TRUE,,,,,,,"Real Estate, Home Services, Apartments, Property Management",Real Estate,, Home Services, Apartments, Property Management,,,,,,,,,,,,,,,,,,,,
Pauline's Caribbean Soul Cuisine,1204 Federal St,Pittsburgh,PA,15212,40.4561256,-80.0065359,5,4,1,,,,,,,,"Caribbean, Restaurants",Caribbean,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
The Clothes Horse,306 Beverly Rd,Pittsburgh,PA,15216,40.388851,-80.0499854,5,8,1,FALSE,2,,,,FALSE,,"Shopping, Accessories, Used, Vintage & Consignment, Fashion, Shoe Stores, Women's Clothing",Shopping,, Accessories, Used, Vintage , Consignment, Fashion, Shoe Stores, Women's Clothing,,,,,,,,,,,,,,,,
Aldi,5200 Penn Ave,Pittsburgh,PA,15224,40.464271,-79.93987174,4.5,9,1,TRUE,1,,,,,,"Food, Grocery",Food,, Grocery,,,,,,,,,,,,,,,,,,,,,,
F. Tambellini Ristorante,139 7th St,Pittsburgh,PA,15222,40.443577,-80.000162,2,15,0,TRUE,2,full_bar,,,TRUE,,"Restaurants, Italian",Restaurants,, Italian,,,,,,,,,,,,,,,,,,,,,,
Art of Steel,2125 Penn Ave,Pittsburgh,PA,15222,40.4523186,-79.9825854,2.5,16,1,TRUE,2,,,,,FALSE,"Home Decor, Home & Garden, Shopping, Art Galleries, Arts & Entertainment",Home Decor,, Home , Garden, Shopping, Art Galleries, Arts , Entertainment,,,,,,,,,,,,,,,,,
Hollywood Theater,1449 Potomac Ave,Pittsburgh,PA,15216,40.3960904,-80.0353509,4.5,44,1,,,,,,,,"Arts & Entertainment, Cinema",Arts ,, Entertainment, Cinema,,,,,,,,,,,,,,,,,,,,,
Mm! Mm! Pizza,3637 Washington Rd,Mc Murray,PA,15317,40.2802968,-80.1226631,3.5,11,1,TRUE,1,none,no,,TRUE,,"Pizza, Restaurants",Pizza,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
Choice Chiropractic & Wellness Center,"8199 McKnight Rd, Ste 102",Pittsburgh,PA,15237,40.5577627,-80.0237306,5,4,1,,,,,,,FALSE,"Health & Medical, Chiropractors",Health ,, Medical, Chiropractors,,,,,,,,,,,,,,,,,,,,,
Bar 11,1101 Bradish St,Pittsburgh,PA,15289,40.4271581,-79.9874543,4,52,1,TRUE,1,full_bar,no,,TRUE,,"Dive Bars, Nightlife, Dance Clubs, Bars",Dive Bars,, Nightlife, Dance Clubs, Bars,,,,,,,,,,,,,,,,,,,,
Evil Swine BBQ,,Pittsburgh,PA,15222,40.4475255,-79.9933976,4,4,1,TRUE,2,,no,,,,"Barbeque, Restaurants, Food, Food Trucks",Barbeque,, Restaurants, Food, Food Trucks,,,,,,,,,,,,,,,,,,,,
Dirty Frank's Laundromat,2232 Sarah St,Pittsburgh,PA,15203,40.427178,-79.973345,4.5,3,1,FALSE,1,,no,,,,"Laundry Services, Dry Cleaning & Laundry, Local Services, Laundromat",Laundry Services,, Dry Cleaning , Laundry, Local Services, Laundromat,,,,,,,,,,,,,,,,,,,
Daquila Hair Color Studio,6006 Penn Cir S,Pittsburgh,PA,15206,40.4612321,-79.9243341,4,5,0,TRUE,2,,,,FALSE,TRUE,"Hair Salons, Beauty & Spas",Hair Salons,, Beauty , Spas,,,,,,,,,,,,,,,,,,,,,
Dormont Appliance Centers,3447 Babcock Blvd,Pittsburgh,PA,15237,40.5405936,-80.026136,2.5,3,1,TRUE,,,,TRUE,,,"Home & Garden, Shopping, Appliances",Home ,, Garden, Shopping, Appliances,,,,,,,,,,,,,,,,,,,,
Morrow Park,Baum And Aiken,Pittsburgh,PA,15224,40.4568692,-79.9401336,2.5,3,1,,,,,,,,"Active Life, Parks",Active Life,, Parks,,,,,,,,,,,,,,,,,,,,,,
Beleza Community Coffehouse,1501 Buena Vista St,Pittsburgh,PA,15212,40.4570801,-80.0146463,4.5,4,0,,1,,free,,,,"Food, Coffee & Tea",Food,, Coffee , Tea,,,,,,,,,,,,,,,,,,,,,
Jamison's On West Liberty,3113 W Liberty Ave,Pittsburgh,PA,15216,40.3909907,-80.039456,4.5,32,1,TRUE,1,full_bar,free,,,,"Pubs, Burgers, Restaurants, American (Traditional), Bars, Nightlife",Pubs,, Burgers, Restaurants, American (Traditional), Bars, Nightlife,,,,,,,,,,,,,,,,,,
Arby's,604 Wood St,Pittsburgh,PA,15222,40.4421708,-79.9990003,1.5,3,0,TRUE,1,none,,,TRUE,,"Restaurants, Sandwiches, American (New), Fast Food",Restaurants,, Sandwiches, American (New), Fast Food,,,,,,,,,,,,,,,,,,,,
Nigro Ankle & Foot Care,922 Garden Pl,Glenshaw,PA,15116,40.5250545,-79.9608107,2.5,3,1,TRUE,,,,,,TRUE,"Health & Medical, Podiatrists, Doctors",Health ,, Medical, Podiatrists, Doctors,,,,,,,,,,,,,,,,,,,,
Anytime Tan Tanning Club,4201 Murray Ave,Squirrel Hill,PA,15217,40.42303,-79.928378,3.5,16,1,TRUE,2,,,,,FALSE,"Tanning Beds, Tanning, Skin Care, Spray Tanning, Eyelash Service, Beauty & Spas",Tanning Beds,, Tanning, Skin Care, Spray Tanning, Eyelash Service, Beauty , Spas,,,,,,,,,,,,,,,,,
Murphy's Tap Room,1106 S Braddock Ave,Pittsburgh,PA,15218,40.4323328,-79.8941243,3.5,11,1,FALSE,1,full_bar,no,,,,"Nightlife, Irish Pub, Pool Halls, Bars, Sports Bars",Nightlife,, Irish Pub, Pool Halls, Bars, Sports Bars,,,,,,,,,,,,,,,,,,,
Level 20,1033 Paxton Dr,Bethel Park,PA,15102,40.3365784,-80.0240867,3,31,1,TRUE,2,full_bar,free,FALSE,TRUE,,"Venues & Event Spaces, Caterers, Bars, Event Planning & Services, Restaurants, American (Traditional), Nightlife, American (New), Sports Bars",Venues ,, Event Spaces, Caterers, Bars, Event Planning , Services, Restaurants, American (Traditional), Nightlife, American (New), Sports Bars,,,,,,,,,,,,,
Quattro Pizza,328 Curry Hollow Rd,Pittsburgh,PA,15236,40.33762974,-79.97740279,4,11,1,TRUE,2,none,free,,TRUE,,"Italian, Pizza, Restaurants",Italian,, Pizza, Restaurants,,,,,,,,,,,,,,,,,,,,,
Dunkin' Donuts,1601 W High St,Stowe,PA,19464,40.246647,-75.690826,1,8,1,TRUE,1,,,,,,"Coffee & Tea, Bakeries, Donuts, Food",Coffee ,, Tea, Bakeries, Donuts, Food,,,,,,,,,,,,,,,,,,,
Euro Nails and Spa - Station Square Mall,125 W Station Square Dr,Pittsburgh,PA,15219,40.4330076,-80.0045618,4,45,0,TRUE,2,,,,,FALSE,"Hair Removal, Nail Salons, Beauty & Spas",Hair Removal,, Nail Salons, Beauty , Spas,,,,,,,,,,,,,,,,,,,,
McGinnis John Special Food Store,3759 Library Rd,Pittsburgh,PA,15234,40.364216,-80.02247,4.5,3,0,TRUE,2,,,,,,"Grocery, Food",Grocery,, Food,,,,,,,,,,,,,,,,,,,,,,
Mgm Optics,"201 Penn Center Blvd, Ste 100",Pittsburgh,PA,15235,40.4286154,-79.8119556,3,4,1,TRUE,,,,,,,"Eyewear & Opticians, Shopping",Eyewear ,, Opticians, Shopping,,,,,,,,,,,,,,,,,,,,,
Luke and Mike's Frontporch,235 Commercial Ave,Pittsburgh,PA,15215,40.4902106,-79.9035091,3.5,38,1,TRUE,2,full_bar,free,FALSE,FALSE,,"Restaurants, American (New)",Restaurants,, American (New),,,,,,,,,,,,,,,,,,,,,,
Fine Wine & Good Spirits,233 Shiloh St,Pittsburgh,PA,15211,40.4296856,-80.0071326,3,4,1,TRUE,2,,,,,,"Food, Beer, Wine & Spirits",Food,, Beer, Wine , Spirits,,,,,,,,,,,,,,,,,,,,
Tina's,4114 Main St,Pittsburgh,PA,15224,40.465157,-79.9547682,5,7,1,TRUE,2,full_bar,no,,,,"Bars, Nightlife",Bars,, Nightlife,,,,,,,,,,,,,,,,,,,,,,
Muscle Maker Grill,2767 E Carson St,Pittsburgh,PA,15203,40.4265662,-79.9659309,2.5,15,0,TRUE,1,none,free,,,,"American (New), Food, Local Flavor, Restaurants, Food Delivery Services",American (New),, Food, Local Flavor, Restaurants, Food Delivery Services,,,,,,,,,,,,,,,,,,,
Brett James Salon,945 Liberty Ave,Pittsburgh,PA,15222,40.4436012,-79.9965209,4.5,6,1,TRUE,3,,,,,TRUE,"Beauty & Spas, Hair Salons",Beauty ,, Spas, Hair Salons,,,,,,,,,,,,,,,,,,,,,
Urban Assault,201 Cecil-Sturgeon Rd,McDonald,PA,15057,40.344981,-80.191912,4,3,1,TRUE,2,,,TRUE,,,"Shopping, Active Life, Recreation Centers, Paintball, Amateur Sports Teams, Hobby Shops",Shopping,, Active Life, Recreation Centers, Paintball, Amateur Sports Teams, Hobby Shops,,,,,,,,,,,,,,,,,,
US Post Office,1001 Liberty Ave Ste R20,Pittsburgh,PA,15222,40.4442087,-79.9946687,3,4,1,TRUE,,,,,,,"Post Offices, Shipping Centers, Public Services & Government, Local Services",Post Offices,, Shipping Centers, Public Services , Government, Local Services,,,,,,,,,,,,,,,,,,,
Macy's Furniture Gallery,"Ross Park Mall, 1014 Ross Park Mall Dr",Pittsburgh,PA,15237,40.538668,-80.009081,1.5,5,1,TRUE,3,,,,,,"Home & Garden, Home Decor, Mattresses, Men's Clothing, Shopping, Women's Clothing, Fashion, Furniture Stores, Department Stores",Home ,, Garden, Home Decor, Mattresses, Men's Clothing, Shopping, Women's Clothing, Fashion, Furniture Stores, Department Stores,,,,,,,,,,,,,,
Luca's Pizzeria,183 Butler St,Pittsburgh,PA,15223,40.4933558,-79.9485527,3,9,0,TRUE,1,none,,,,,"Chicken Wings, Wraps, Sandwiches, Restaurants, Pizza",Chicken Wings,, Wraps, Sandwiches, Restaurants, Pizza,,,,,,,,,,,,,,,,,,,
Happy Nails,609 E Ohio St,Pittsburgh,PA,15212,40.4535939,-79.9988129,2,3,1,TRUE,1,,,,,FALSE,"Beauty & Spas, Nail Salons",Beauty ,, Spas, Nail Salons,,,,,,,,,,,,,,,,,,,,,
Chinatown Inn,520 3rd Ave,Pittsburgh,PA,15219,40.4371064,-79.99732929,4,132,1,TRUE,2,full_bar,no,,TRUE,,"Chinese, Restaurants",Chinese,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
DSLR Workshops by Okello Dunkley,1 Bigelow Sq,Pittsburgh,PA,15219,40.4408872,-79.9942765,4.5,3,1,TRUE,2,,,,,,"Education, Shopping, Art Schools, Specialty Schools, Photography Stores & Services",Education,, Shopping, Art Schools, Specialty Schools, Photography Stores , Services,,,,,,,,,,,,,,,,,,
Eat'n Park,9515 University Blvd,Moon,PA,15108,40.501764,-80.222438,3,16,1,TRUE,2,none,no,FALSE,TRUE,,"Diners, Restaurants, American (New), Breakfast & Brunch, American (Traditional)",Diners,, Restaurants, American (New), Breakfast , Brunch, American (Traditional),,,,,,,,,,,,,,,,,,
Elbow Room,201 W 5th Ave,McKeesport,PA,15132,40.3499042,-79.873543,3,11,1,TRUE,1,full_bar,,,,,"Restaurants, Pizza",Restaurants,, Pizza,,,,,,,,,,,,,,,,,,,,,,
ALDI,8000 McKnight Rd,Pittsburgh,PA,15237,40.5514809,-80.0211518,3.5,11,1,FALSE,1,,,,,,"Grocery, Food",Grocery,, Food,,,,,,,,,,,,,,,,,,,,,,
Tokyo,5990 University Blvd,Moon,PA,15108,40.5212671,-80.2197775,4.5,14,1,TRUE,1,,no,,TRUE,,"Japanese, Restaurants, Chinese, Teppanyaki, Sushi Bars",Japanese,, Restaurants, Chinese, Teppanyaki, Sushi Bars,,,,,,,,,,,,,,,,,,,
Tequila Cowboy Bar & Grill,380 N Shore Dr,Pittsburgh,PA,15212,40.44555011,-80.01133729,3,83,1,TRUE,2,full_bar,free,,TRUE,,"Nightlife, Bars, Party & Event Planning, American (Traditional), Event Planning & Services, Restaurants",Nightlife,, Bars, Party , Event Planning, American (Traditional), Event Planning , Services, Restaurants,,,,,,,,,,,,,,,,
Sani-Products Pest Control,842 E Ohio St,Pittsburgh,PA,15212,40.4546317,-79.9954837,5,3,1,TRUE,,,,,,,"Local Services, Pest Control",Local Services,, Pest Control,,,,,,,,,,,,,,,,,,,,,,
Milestone Tattoo Studio,1368 Tennessee Ave,Pittsburgh,PA,15216,40.3944985,-80.0342561,5,3,1,TRUE,2,,,,,,"Piercing, Beauty & Spas, Tattoo",Piercing,, Beauty , Spas, Tattoo,,,,,,,,,,,,,,,,,,,,
Klavon's Ice Cream Parlor,2801 Penn Ave,Pittsburgh,PA,15222,40.4570297,-79.9756142,4,166,1,TRUE,1,,no,,TRUE,,"Food, Ice Cream & Frozen Yogurt",Food,, Ice Cream , Frozen Yogurt,,,,,,,,,,,,,,,,,,,,,
Alco Parking,2350 Railroad St,Pittsburgh,PA,15222,40.454316,-79.982074,1,4,1,TRUE,,,,,,,"Parking, Automotive",Parking,, Automotive,,,,,,,,,,,,,,,,,,,,,,
Starbucks,825 Beaver Grade Rd,Coraopolis,PA,15108,40.5170777,-80.2177997,3.5,15,1,TRUE,2,,free,,TRUE,,"Coffee & Tea, Food",Coffee ,, Tea, Food,,,,,,,,,,,,,,,,,,,,,
GetGo Fuel Station,1137 Washington Ave,Carnegie,PA,15106,40.3967316,-80.0844608,2.5,3,0,TRUE,1,,,,,,"Gas Stations, Convenience Stores, Food, Automotive",Gas Stations,, Convenience Stores, Food, Automotive,,,,,,,,,,,,,,,,,,,,
Oddball Pets and Aquariums,262 Joseph St,Pittsburgh,PA,15227,40.393966,-79.9690957,5,5,1,,,,,,,,"Pets, Pet Services, Pet Stores, Aquarium Services",Pets,, Pet Services, Pet Stores, Aquarium Services,,,,,,,,,,,,,,,,,,,,
Alexander's Italian Bistro,5104 Liberty Ave,Pittsburgh,PA,15224,40.4584424,-79.9436002,3.5,107,1,TRUE,2,full_bar,free,TRUE,TRUE,,"Restaurants, Italian",Restaurants,, Italian,,,,,,,,,,,,,,,,,,,,,,
Madonna's Mediterranean Cuisine,408 Smithfield St,Pittsburgh,PA,15219,40.4389554,-79.9993319,4.5,86,1,TRUE,1,none,no,,TRUE,,"Mediterranean, Restaurants",Mediterranean,, Restaurants,,,,,,,,,,,,,,,,,,,,,,
US Post Office,2630 Monroeville Blvd,Monroeville,PA,15146,40.43208154,-79.7838226,2,9,1,TRUE,,,,,,,"Shipping Centers, Local Services, Post Offices, Public Services & Government",Shipping Centers,, Local Services, Post Offices, Public Services , Government,,,,,,,,,,,,,,,,,,,
Red Onion Hoagies & Pizza,2925 S Park Rd,Bethel Park,PA,15102,40.3277624,-80.0402908,4,16,1,TRUE,2,none,paid,,,,"Pizza, Sandwiches, Restaurants, Burgers, Italian",Pizza,, Sandwiches, Restaurants, Burgers, Italian,,,,,,,,,,,,,,,,,,,
Bethel Park Animal Clinic,104 Broughton Rd,Bethel Park,PA,15102,40.3443218,-80.026904,4.5,14,1,,,,,,,,"Veterinarians, Pets",Veterinarians,, Pets,,,,,,,,,,,,,,,,,,,,,,
Walten Point Productions & Barnes Limo,,Pittsburgh,PA,15212,40.4828051,-80.0367259,1.5,13,0,TRUE,,,,,,,"DJs, Party Bus Rentals, Transportation, Limos, Hotels & Travel, Event Planning & Services",DJs,, Party Bus Rentals, Transportation, Limos, Hotels , Travel, Event Planning , Services,,,,,,,,,,,,,,,,
Medexpress Urgent Care,8702 University Blvd,Coraopolis,PA,15108,40.5060948,-80.2236514,3.5,3,1,,,,,,,FALSE,"Urgent Care, Health & Medical",Urgent Care,, Health , Medical,,,,,,,,,,,,,,,,,,,,,
412 Plumbing,7031 Highland Creek Dr,Bridgeville,PA,15017,40.3469545,-80.1427418,5,6,1,TRUE,,,,,,FALSE,"Home Services, Plumbing, Septic Services, Local Services, Water Heater Installation/Repair",Home Services,, Plumbing, Septic Services, Local Services, Water Heater Installation/Repair,,,,,,,,,,,,,,,,,,,
Mt Lebanon Auto Service,Cochran Rd & Cedar B,Pittsburgh,PA,15233,40.3802466,-80.0525695,2.5,3,1,,,,,,,,"Automotive, Gas Stations",Automotive,, Gas Stations,,,,,,,,,,,,,,,,,,,,,,
The Home Depot,400 N Highland Ave,Pittsburgh,PA,15206,40.4646775,-79.9221005,2.5,40,1,TRUE,2,,,,TRUE,,"Home & Garden, Department Stores, Fashion, Shopping, Home Services, Building Supplies, Nurseries & Gardening, Hardware Stores, Appliances",Home ,, Garden, Department Stores, Fashion, Shopping, Home Services, Building Supplies, Nurseries , Gardening, Hardware Stores, Appliances,,,,,,,,,,,,,
The Barbers Inn,5744 Baum Blvd,Pittsburgh,PA,15206,40.4586344,-79.9321723,3.5,8,1,TRUE,3,,,,TRUE,FALSE,"Barbers, Beauty & Spas",Barbers,, Beauty , Spas,,,,,,,,,,,,,,,,,,,,,
Rave Movie Pictures,9700 McKnight Rd,Pittsburgh,PA,15237,40.5863698,-80.0327718,2,10,0,,,,,,,,"Arts & Entertainment, Cinema",Arts ,, Entertainment, Cinema,,,,,,,,,,,,,,,,,,,,,
Randy Mitchell Towing,9700 Perry Hwy,Pittsburgh,PA,15237,40.5819594,-80.0380593,3,4,1,FALSE,,,,,,,"Towing, Automotive",Towing,, Automotive,,,,,,,,,,,,,,,,,,,,,,
Leonard Labriola's Foods,121 Hulton Rd,Pittsburgh,PA,15235,40.48455811,-79.82086945,4.5,6,1,TRUE,2,,,,,,"Food, Grocery",Food,, Grocery,,,,,,,,,,,,,,,,,,,,,,
City Works - Pittsburgh,2 Ppg Pl,Pittsburgh,PA,15222,40.4404255,-80.0032706,3,200,1,TRUE,2,full_bar,free,,TRUE,,"American (Traditional), Bars, Pubs, Beer Bar, Restaurants, Nightlife, Sports Bars",American (Traditional),, Bars, Pubs, Beer Bar, Restaurants, Nightlife, Sports Bars,,,,,,,,,,,,,,,,,
Vanilla Pastry Studio,1130 S  Braddock Ave,Pittsburgh,PA,15218,40.4317238,-79.8936278,3.5,53,0,TRUE,2,,,,,,"Desserts, Food",Desserts,, Food,,,,,,,,,,,,,,,,,,,,,,
The Scoop,5384 Mifflin Rd,Pittsburgh,PA,15207,40.3687877,-79.9105045,4,27,1,FALSE,1,none,no,,,,"Sandwiches, Food, Ice Cream & Frozen Yogurt, Restaurants",Sandwiches,, Food, Ice Cream , Frozen Yogurt, Restaurants,,,,,,,,,,,,,,,,,,,
Fort Pitt Blockhouse,601 Commenwelth Pl,Pittsburgh,PA,15222,40.4411422,-80.00829052,4.5,3,1,,,,,,,,"Landmarks & Historical Buildings, Public Services & Government",Landmarks ,, Historical Buildings, Public Services , Government,,,,,,,,,,,,,,,,,,,,
