NAME,ADDRESS,CITY,STATE,ZIPCODE,LAT,LONG,STARS,REVIEW_COUNT,IS_OPEN,ACCEPTS_CREDITCARD,PRICE_RANGE,ALCOHOL,WIFI,DOGS_ALLOWED,WHEELCHAIR_ACCESS,APPOINTMENT_ONLY,CATEGORIES,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,CATEGORY7,CATEGORY8,CATEGORY9,CATEGORY10,CATEGORY11,CATEGORY12,CATEGORY13,CATEGORY14,CATEGORY15,CATEGORY16,,,,
Artisan,5001 Penn Ave,Pittsburgh,PA,15224,40.4653383,-79.9438735,4.5,26,1,TRUE,3,none,free,,TRUE,TRUE,"Cafes, Shopping, Food, Restaurants, Coffee & Tea, Tattoo, Beauty & Spas, Art Galleries, Fashion, Arts & Entertainment, Piercing",Cafes, Shopping, Food, Restaurants, Coffee , Tea, Tattoo, Beauty , Spas, Art Galleries, Fashion, Arts , Entertainment, Piercing,,,,,,
Amo's Pizza,2570 Woodstock Ave,Pittsburgh,PA,15218,40.4152585,-79.8770114,2.5,3,0,FALSE,1,,,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Luccia Shea's,4733 William Penn Hwy,Monroeville,PA,15146,40.432159,-79.7300601,4.5,7,0,,3,full_bar,,,,,"Italian, Restaurants",Italian, Restaurants,,,,,,,,,,,,,,,,,,
Señor Frogs,2506 W Liberty Ave,Pittsburgh,PA,15216,40.399096,-80.025575,2.5,13,1,TRUE,2,,,,,,"Bars, Dive Bars, Restaurants, Nightlife, Chicken Wings, Burgers",Bars, Dive Bars, Restaurants, Nightlife, Chicken Wings, Burgers,,,,,,,,,,,,,,
Hot Metal Diner,1025 Lebanon Rd,West Mifflin,PA,15122,40.3607821,-79.9322507,3,40,0,FALSE,1,none,no,,,,"Diners, Restaurants",Diners, Restaurants,,,,,,,,,,,,,,,,,,
Futules'harmar House,1321 Freeport Rd,Cheswick,PA,15024,40.5408379,-79.8110262,4,4,1,,,,,,,,"Restaurants, Venues & Event Spaces, Event Planning & Services",Restaurants, Venues , Event Spaces, Event Planning , Services,,,,,,,,,,,,,,,
Savoy,2623 Penn Ave,Pittsburgh,PA,15222,40.4554975,-79.9780389,3.5,127,1,TRUE,3,full_bar,free,,TRUE,,"American (New), Restaurants, Bars, American (Traditional), Wine Bars, Nightlife",American (New), Restaurants, Bars, American (Traditional), Wine Bars, Nightlife,,,,,,,,,,,,,,
Pizza Hut,2701 Leechburgh,Lower Burrell,PA,15068,40.5903417,-79.7379775,1,3,1,TRUE,,,,,FALSE,,"Italian, Pizza, Chicken Wings, Restaurants",Italian, Pizza, Chicken Wings, Restaurants,,,,,,,,,,,,,,,,
Duke's Pub and Pizza,329 Castle Shannon Blvd,Pittsburgh,PA,15234,40.3762608,-80.0367425,3,14,0,TRUE,2,full_bar,free,,,,"Restaurants, Pizza, American (New)",Restaurants, Pizza, American (New),,,,,,,,,,,,,,,,,
Palmer's Pizza,2001 Lincoln Way,White Oak,PA,15131,40.3373641,-79.8053959,5,4,1,TRUE,,none,free,,TRUE,,"Restaurants, Pizza, Chicken Wings, Sandwiches",Restaurants, Pizza, Chicken Wings, Sandwiches,,,,,,,,,,,,,,,,
Great Harvest Bread Co,6401 Penn Ave,Pittsburgh,PA,15206,40.45917635,-79.91826796,4,30,1,TRUE,1,none,no,,,,"Cafes, Bakeries, Sandwiches, Food, Restaurants",Cafes, Bakeries, Sandwiches, Food, Restaurants,,,,,,,,,,,,,,,
Zeke's Coffee,6015 Penn Ave,Pittsburgh,PA,15206,40.461506,-79.923991,4.5,94,1,TRUE,1,none,free,,,,"Food, Cafes, Coffee & Tea, Restaurants",Food, Cafes, Coffee , Tea, Restaurants,,,,,,,,,,,,,,,
Riley's Pour House,215 E Main St,Carnegie,PA,15106,40.4085892,-80.0852276,4,78,1,TRUE,2,full_bar,free,,,,"Nightlife, Irish Pub, Bars, Restaurants, Irish",Nightlife, Irish Pub, Bars, Restaurants, Irish,,,,,,,,,,,,,,,
Ugly Dog Saloon,2351 Noblestown Rd,Pittsburgh,PA,15205,40.4269308,-80.0548448,3.5,32,1,TRUE,1,full_bar,free,,,,"Nightlife, Restaurants, Chicken Wings, American (Traditional), Bars",Nightlife, Restaurants, Chicken Wings, American (Traditional), Bars,,,,,,,,,,,,,,,
Coal Hill Steakhouse at Grandview Saloon,1212 Grandview Ave,Pittsburgh,PA,15211,40.4381076,-80.0185368,2,44,1,TRUE,3,full_bar,,,FALSE,,"Steakhouses, Restaurants",Steakhouses, Restaurants,,,,,,,,,,,,,,,,,,
Villa Ballanca,2740 Leechburg Rd,Lower Burrell,PA,15068,40.5902852,-79.7356728,4,39,1,TRUE,2,full_bar,no,,,,"Italian, Restaurants",Italian, Restaurants,,,,,,,,,,,,,,,,,,
1889 Cafe,2017 E Carson St,Pittsburgh,PA,15203,40.4287428,-79.976903,3,10,0,TRUE,1,full_bar,,,TRUE,,"Restaurants, American (Traditional)",Restaurants, American (Traditional),,,,,,,,,,,,,,,,,,
Villa Italian Kitchen,1000 Airport Blvd,Pittsburgh,PA,15231,40.4957722,-80.2413113,3.5,4,1,TRUE,1,,no,,,,"Seafood, Restaurants, Italian, Pizza, Breakfast & Brunch",Seafood, Restaurants, Italian, Pizza, Breakfast , Brunch,,,,,,,,,,,,,,
Stuff'd Pierogi Bar,130 7th St,Pittsburgh,PA,15222,40.44363925,-80.00054643,3,104,1,TRUE,2,full_bar,no,,TRUE,,"Restaurants, Salad, Polish",Restaurants, Salad, Polish,,,,,,,,,,,,,,,,,
The New York Hot Dog Shop,9022 Old Perry Hwy,Pittsburgh,PA,15237,40.570918,-80.03759,4.5,21,1,FALSE,1,none,no,,,,"American (Traditional), Restaurants, Hot Dogs",American (Traditional), Restaurants, Hot Dogs,,,,,,,,,,,,,,,,,
Ease Modern Comfort Cuisine,1100 S Braddock Ave,Pittsburgh,PA,15218,40.4326319,-79.8941712,3.5,68,1,TRUE,2,full_bar,free,,,,"American (New), Cocktail Bars, Breakfast & Brunch, Salad, Restaurants, Bars, Comfort Food, Diners, Nightlife, Burgers",American (New), Cocktail Bars, Breakfast , Brunch, Salad, Restaurants, Bars, Comfort Food, Diners, Nightlife, Burgers,,,,,,,,,
Golden Wok Inn,4976 Library Rd,Bethel Park,PA,15102,40.3429128,-80.0273109,3,14,1,TRUE,2,none,no,,TRUE,,"Chinese, Restaurants",Chinese, Restaurants,,,,,,,,,,,,,,,,,,
Charya's,2973 S Park Rd,Bethel Park,PA,15102,40.327322,-80.042015,4,18,0,TRUE,2,,free,,,,"Italian, Seafood, Steakhouses, Restaurants, American (New)",Italian, Seafood, Steakhouses, Restaurants, American (New),,,,,,,,,,,,,,,
China Star,4219 Murray Ave,Pittsburgh,PA,15217,40.4225625,-79.9285714,3,54,1,TRUE,1,none,no,,TRUE,,"Chinese, Restaurants",Chinese, Restaurants,,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,8870 Covenant Ave,Pittsburgh,PA,15237,40.5689118,-80.0218138,3.5,10,1,TRUE,1,none,,,,,"Mexican, Restaurants, Fast Food",Mexican, Restaurants, Fast Food,,,,,,,,,,,,,,,,,
Maiku Sushi,1611 Penn Ave,Pittsburgh,PA,15222,40.44907368,-79.98729967,3.5,163,1,TRUE,1,none,no,,TRUE,,"Restaurants, Sushi Bars",Restaurants, Sushi Bars,,,,,,,,,,,,,,,,,,
The Italian Bread Place & Deli,2381 Noblestown Rd,Pittsburgh,PA,15205,40.42629264,-80.05666527,4.5,15,0,TRUE,1,none,no,,,,"Restaurants, Sandwiches, Delis",Restaurants, Sandwiches, Delis,,,,,,,,,,,,,,,,,
Everyday's A Sundae,6014 Centre Ave,Pittsburgh,PA,15206,40.46010505,-79.92423268,4,29,1,TRUE,1,none,,,,,"Sandwiches, Food, Ice Cream & Frozen Yogurt, Coffee & Tea, Restaurants",Sandwiches, Food, Ice Cream , Frozen Yogurt, Coffee , Tea, Restaurants,,,,,,,,,,,,,
Casellula,40 W N Ave,Pittsburgh,PA,15212,40.45535624,-80.00739008,4,61,0,TRUE,2,full_bar,free,,,,"Nightlife, Restaurants, Bars, Wine Bars, American (New), Beer Bar",Nightlife, Restaurants, Bars, Wine Bars, American (New), Beer Bar,,,,,,,,,,,,,,
Sapporo Japanese Steakhouse,4260 Steubenville Pike,Pittsburgh,PA,15205,40.4400036,-80.0909106,3.5,19,1,TRUE,2,full_bar,no,,TRUE,,"Steakhouses, Seafood, Japanese, Restaurants",Steakhouses, Seafood, Japanese, Restaurants,,,,,,,,,,,,,,,,
Hart's Restaurant & Lounge,112 3rd St,Mc Donald,PA,15057,40.3685589,-80.2375392,2.5,3,1,FALSE,,,,,,,"Automotive, Auto Repair, Restaurants",Automotive, Auto Repair, Restaurants,,,,,,,,,,,,,,,,,
China House,50 Market Place Dr,Oakdale,PA,15071,40.440708,-80.2398566,4,8,1,TRUE,1,,,,,,"Restaurants, Chinese",Restaurants, Chinese,,,,,,,,,,,,,,,,,,
East Coast Coffee,737 W Pike St,Houston,PA,15342,40.24154801,-80.21281511,4.5,3,0,TRUE,1,none,,TRUE,TRUE,,"Gluten-Free, Coffee & Tea, Sandwiches, Restaurants, Breakfast & Brunch, Food",Gluten-Free, Coffee , Tea, Sandwiches, Restaurants, Breakfast , Brunch, Food,,,,,,,,,,,,
Lapko's Bar & Grill,340 E 8th Ave,Homestead,PA,15120,40.4085133,-79.9075173,4,4,1,TRUE,1,,,,,,"American (Traditional), Dive Bars, Bars, Restaurants, Nightlife",American (Traditional), Dive Bars, Bars, Restaurants, Nightlife,,,,,,,,,,,,,,,
Up Modern Kitchen,5500 Walnut St,Pittsburgh,PA,15232,40.450952,-79.933592,3.5,58,0,TRUE,2,full_bar,no,,TRUE,,"Restaurants, Italian, American (New)",Restaurants, Italian, American (New),,,,,,,,,,,,,,,,,
The Salad Cafe,902 5th Ave,Pittsburgh,PA,15219,40.44557455,-79.97952397,4,5,0,,,,,,,,"Cafes, Restaurants",Cafes, Restaurants,,,,,,,,,,,,,,,,,,
Rodney's Restaurant & Lounge,123 Wendel Rd,Irwin,PA,15642,40.3217489,-79.7138614,3.5,25,0,TRUE,2,full_bar,no,,,,"Pizza, Restaurants, Bars, Nightlife, American (Traditional), Pubs, Sandwiches",Pizza, Restaurants, Bars, Nightlife, American (Traditional), Pubs, Sandwiches,,,,,,,,,,,,,
Juniper Grill - Peters Township,4000 Washington Rd,McMurray,PA,15317,40.26863,-80.129422,3.5,136,1,TRUE,2,full_bar,free,FALSE,TRUE,,"American (New), Nightlife, Bars, Restaurants, Southern",American (New), Nightlife, Bars, Restaurants, Southern,,,,,,,,,,,,,,,
Dairy Queen,2795 Saw Mill Run Blvd,Pittsburgh,PA,15227,40.3786478,-79.989968,2,17,1,TRUE,1,,no,,,,"Food, Ice Cream & Frozen Yogurt, Restaurants, Fast Food",Food, Ice Cream , Frozen Yogurt, Restaurants, Fast Food,,,,,,,,,,,,,,,
Mojo Bistro,172 Lincoln Ave,Bellevue,PA,15202,40.49123,-80.0474317,4.5,3,0,TRUE,,none,,,,,Restaurants,Restaurants,,,,,,,,,,,,,,,,,,,
Miyako Japanese Steak & Seafood,10636 Perry Hwy,Wexford,PA,15090,40.611239,-80.0539591,3.5,15,0,TRUE,2,full_bar,no,,TRUE,,"Japanese, Restaurants",Japanese, Restaurants,,,,,,,,,,,,,,,,,,
Krazy Dogz,1220 E Carson St,Pittsburgh,PA,15203,40.4285797,-79.9855204,3,3,0,TRUE,1,none,no,FALSE,TRUE,,"Hot Dogs, Restaurants",Hot Dogs, Restaurants,,,,,,,,,,,,,,,,,,
Bistro To Go,"415 E Ohio St, Ste A",Pittsburgh,PA,15212,40.4532176,-80.0010393,4.5,51,1,TRUE,2,none,free,,,,"Salad, Sandwiches, Southern, Event Planning & Services, American (New), Restaurants, Caterers",Salad, Sandwiches, Southern, Event Planning , Services, American (New), Restaurants, Caterers,,,,,,,,,,,,
Dick's Diner,4200 William Penn Hwy,Murrysville,PA,15668,40.42766203,-79.68576149,4,68,1,TRUE,1,none,no,,,,"Restaurants, Diners, Food",Restaurants, Diners, Food,,,,,,,,,,,,,,,,,
Pizza Decasa,101 Fern Hollow Rd,Coraopolis,PA,15108,40.520986,-80.192876,4,29,1,TRUE,1,none,,,TRUE,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Moe's Southwest Grill,5211 Library Rd,Bethel Park,PA,15102,40.3333915,-80.0233122,3.5,11,1,TRUE,2,none,free,FALSE,TRUE,,"Tex-Mex, Mexican, Restaurants",Tex-Mex, Mexican, Restaurants,,,,,,,,,,,,,,,,,
Nipper's Pizzeria,303 Beverly Rd,Pittsburgh,PA,15216,40.388527,-80.0495449,2.5,19,1,TRUE,2,none,free,,,,"Pizza, Italian, Restaurants, Breakfast & Brunch",Pizza, Italian, Restaurants, Breakfast , Brunch,,,,,,,,,,,,,,,
Open Bottle Bistro,5884 Ellsworth Ave,Pittsburgh,PA,15232,40.457682,-79.9279112,3.5,16,0,TRUE,2,full_bar,,,,,"Nightlife, American (New), Bars, Wine Bars, Restaurants",Nightlife, American (New), Bars, Wine Bars, Restaurants,,,,,,,,,,,,,,,
Plum Pan Asian Kitchen,5996 Centre Ave,Pittsburgh,PA,15206,40.45953049,-79.92554264,3.5,177,0,TRUE,2,full_bar,no,,TRUE,,"Sushi Bars, Pan Asian, Chinese, Restaurants, Asian Fusion",Sushi Bars, Pan Asian, Chinese, Restaurants, Asian Fusion,,,,,,,,,,,,,,,
Schmidt's Tavern,3069 Cliff Mine Rd,Coraopolis,PA,15108,40.453621,-80.197647,4,21,0,TRUE,2,full_bar,free,FALSE,FALSE,,"Restaurants, American (Traditional)",Restaurants, American (Traditional),,,,,,,,,,,,,,,,,,
Mad Mex - Monroeville,"Miracle Mile Plaza, 4100 William Penn Hwy",Monroeville,PA,15146,40.43724205,-79.76884618,3.5,131,1,TRUE,2,full_bar,free,,TRUE,,"Tex-Mex, Mexican, Restaurants",Tex-Mex, Mexican, Restaurants,,,,,,,,,,,,,,,,,
Tana Ethiopian Cuisine,5929 Baum Blvd,Pittsburgh,PA,15206,40.4606745,-79.9269328,4,123,1,TRUE,2,full_bar,free,,TRUE,,"Nightlife, Ethiopian, Restaurants, Bars",Nightlife, Ethiopian, Restaurants, Bars,,,,,,,,,,,,,,,,
Taco Bell,100 North Town Square,Gibsonia,PA,15044,40.63516,-79.9435,1.5,8,1,TRUE,1,none,,,,,"Fast Food, Restaurants, Tex-Mex, Mexican",Fast Food, Restaurants, Tex-Mex, Mexican,,,,,,,,,,,,,,,,
Piada Italian Street Food,"6296 Northway Mall Dr, Ste 102-B",Pittsburgh,PA,15237,40.55142996,-80.0225077,4.5,43,1,TRUE,1,none,free,,,,"Restaurants, Salad, Wraps, Italian",Restaurants, Salad, Wraps, Italian,,,,,,,,,,,,,,,,
Rangoli Cafe,8857 University Blvd,Coraopolis,PA,15108,40.504712,-80.22208,4.5,4,0,TRUE,2,none,free,,,,"Indian, Restaurants",Indian, Restaurants,,,,,,,,,,,,,,,,,,
The Green Mango,1109 S Braddock Ave,Regent Square,PA,15218,40.432559,-79.893698,3.5,7,0,TRUE,,,,,,,"Thai, Restaurants",Thai, Restaurants,,,,,,,,,,,,,,,,,,
Houlihan's,RR 19,Bethel Park,PA,15102,40.3167073,-80.0423151,3,3,1,TRUE,,full_bar,,,,,Restaurants,Restaurants,,,,,,,,,,,,,,,,,,,
Hot Shots South Park Saloon,4099 Brownsville Rd,Library,PA,15129,40.2864121,-80.0197939,3.5,10,1,TRUE,,,,,,,"Bars, Restaurants, Nightlife, Sports Bars, American (Traditional)",Bars, Restaurants, Nightlife, Sports Bars, American (Traditional),,,,,,,,,,,,,,,
Pizza & Pasta Villa,890 Butler St,Pittsburgh,PA,15223,40.5109999,-79.9462827,2,9,1,TRUE,2,beer_and_wine,free,TRUE,TRUE,,"Caterers, Pizza, Specialty Food, Italian, Event Planning & Services, Food, Pasta Shops, Restaurants",Caterers, Pizza, Specialty Food, Italian, Event Planning , Services, Food, Pasta Shops, Restaurants,,,,,,,,,,,
Waffles INCaffeinated,10339 Perry Hwy,Wexford,PA,15090,40.6040899,-80.0512332,3.5,87,1,TRUE,2,none,free,,TRUE,,"American (New), Waffles, Breakfast & Brunch, Restaurants",American (New), Waffles, Breakfast , Brunch, Restaurants,,,,,,,,,,,,,,,
The Pop Stop Snack Shop,"4401 Penn Ave, Fl 3",Pittsburgh,PA,15224,40.4665508,-79.9531339,3.5,4,1,TRUE,1,none,free,,,,"Bakeries, Restaurants, Coffee & Tea, Sandwiches, Food",Bakeries, Restaurants, Coffee , Tea, Sandwiches, Food,,,,,,,,,,,,,,
Plate & Bowl,5904 Bryant St,Pittsburgh,PA,15206,40.47558356,-79.91967548,4,22,0,TRUE,2,,no,,TRUE,,"Acai Bowls, Tapas/Small Plates, Restaurants, Food, Juice Bars & Smoothies, Japanese, Ramen",Acai Bowls, Tapas/Small Plates, Restaurants, Food, Juice Bars , Smoothies, Japanese, Ramen,,,,,,,,,,,,
Pizzeria,1225 4th Ave,Coraopolis,PA,15108,40.5169421,-80.159411,4,5,1,FALSE,,,,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
The Foundry Table & Tap,381 N Shore Dr,Pittsburgh,PA,15212,40.4457049,-80.0112674,3.5,124,1,TRUE,2,full_bar,free,TRUE,TRUE,,"Beer, Wine & Spirits, Tapas/Small Plates, Sandwiches, Nightlife, Restaurants, Salad, Beer Bar, Bars, American (New), Cocktail Bars, Gastropubs, Food",Beer, Wine , Spirits, Tapas/Small Plates, Sandwiches, Nightlife, Restaurants, Salad, Beer Bar, Bars, American (New), Cocktail Bars, Gastropubs, Food,,,,,,
The Ave,5741 Ellsworth Ave,Pittsburgh,PA,15232,40.455763,-79.931512,3.5,6,0,TRUE,2,full_bar,no,,,,"Restaurants, Nightlife, Bars, American (Traditional)",Restaurants, Nightlife, Bars, American (Traditional),,,,,,,,,,,,,,,,
La Vostra Pizza,2056 Saxonburg Blvd,Gibsonia,PA,15044,40.6255864,-79.86079,4.5,3,0,TRUE,,,,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Hanni's Place,1230 Grove Rd,Pittsburgh,PA,15234,40.365969,-80.013949,4,8,0,TRUE,1,full_bar,no,FALSE,TRUE,,"Restaurants, American (New), American (Traditional)",Restaurants, American (New), American (Traditional),,,,,,,,,,,,,,,,,
Dunkin Donuts,1803 Golden Mile Hwy,Plum,PA,15239,40.44677214,-79.71450464,2,8,1,,,,,,,,"Donuts, Breakfast & Brunch, Coffee & Tea, Bakeries, Food, Restaurants",Donuts, Breakfast , Brunch, Coffee , Tea, Bakeries, Food, Restaurants,,,,,,,,,,,,
Panera Bread,136 Bakery Square Boulevard,Pittsburgh,PA,15206,40.456611,-79.914994,2,36,1,TRUE,1,none,free,,,,"Bagels, Food, Soup, Breakfast & Brunch, Restaurants, Sandwiches, Salad",Bagels, Food, Soup, Breakfast , Brunch, Restaurants, Sandwiches, Salad,,,,,,,,,,,,
Luke Wholey's Wild Alaskan Grille,2106 Penn Ave,Pittsburgh,PA,15222,40.45192124,-79.98280732,4,366,1,TRUE,2,full_bar,free,FALSE,TRUE,,"Seafood, Dance Clubs, Sushi Bars, Bars, Nightlife, Restaurants, Cocktail Bars",Seafood, Dance Clubs, Sushi Bars, Bars, Nightlife, Restaurants, Cocktail Bars,,,,,,,,,,,,,
Hello Bistro,701 Providence Blvd,Pittsburgh,PA,15237,40.57013427,-80.02145529,3.5,69,1,TRUE,1,none,no,,,,"Sandwiches, Cafes, Burgers, Salad, Restaurants",Sandwiches, Cafes, Burgers, Salad, Restaurants,,,,,,,,,,,,,,,
McDonald's,101 Hoffman Blvd,Duquesne,PA,15110,40.38421093,-79.86325823,1,8,1,FALSE,1,,,,,,"Coffee & Tea, Burgers, Fast Food, Restaurants, Food",Coffee , Tea, Burgers, Fast Food, Restaurants, Food,,,,,,,,,,,,,,
Giuseppes,833 State Rt 130,Trafford,PA,15085,40.38504637,-79.71145056,2,6,0,TRUE,2,full_bar,free,,,,"Restaurants, Italian",Restaurants, Italian,,,,,,,,,,,,,,,,,,
Muddy Waters Oyster Bar,130 S Highland Ave,Pittsburgh,PA,15206,40.46020701,-79.925226,4.5,336,1,TRUE,2,full_bar,no,,FALSE,,"Cocktail Bars, Cajun/Creole, Nightlife, Seafood, Restaurants, Bars",Cocktail Bars, Cajun/Creole, Nightlife, Seafood, Restaurants, Bars,,,,,,,,,,,,,,
The Upper Crust Pizza,715 Dorseyville Rd,Pittsburgh,PA,15238,40.546082,-79.9015871,3.5,18,1,TRUE,1,none,,,TRUE,,"Pizza, Sandwiches, Restaurants, Italian",Pizza, Sandwiches, Restaurants, Italian,,,,,,,,,,,,,,,,
Sing Sing Dueling Piano Bar,171 E Bridge St,Homestead,PA,15120,40.409571,-79.9151688,3.5,41,1,TRUE,2,full_bar,no,,TRUE,,"Piano Bars, Bars, Nightlife, Restaurants",Piano Bars, Bars, Nightlife, Restaurants,,,,,,,,,,,,,,,,
Pittzarella,5832 Library Rd,Bethel Park,PA,15102,40.30875548,-80.03324255,3,7,1,TRUE,2,,,FALSE,TRUE,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Freddie's II,2789 S Park Rd,Bethel Park,PA,15102,40.327315,-80.035568,1,3,0,TRUE,3,full_bar,free,,TRUE,,"American (Traditional), Restaurants",American (Traditional), Restaurants,,,,,,,,,,,,,,,,,,
Oakmont BBQ Company,,Oakmont,PA,15139,40.5228382,-79.8324755,5,5,1,TRUE,2,none,no,,,,"Barbeque, Restaurants, Food, Food Trucks",Barbeque, Restaurants, Food, Food Trucks,,,,,,,,,,,,,,,,
Dijlah Hookah Lounge,4130 Butler St,Pittsburgh,PA,15201,40.4701312,-79.9605139,4,97,1,TRUE,2,none,,,,,"Middle Eastern, Hookah Bars, Nightlife, Tea Rooms, Halal, Restaurants, Bars, Food, Juice Bars & Smoothies",Middle Eastern, Hookah Bars, Nightlife, Tea Rooms, Halal, Restaurants, Bars, Food, Juice Bars , Smoothies,,,,,,,,,,
Ron's Pizza Palace,1535 Lowrie St,Pittsburgh,PA,15212,40.4620076,-79.9838041,3,6,1,TRUE,1,none,no,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Billy's Roadhouse,10150 Old Perry Hwy,Wexford,PA,15090,40.597963,-80.0456948,3,19,1,TRUE,2,full_bar,no,,,,"Restaurants, American (New)",Restaurants, American (New),,,,,,,,,,,,,,,,,,
Banana Peppers,840 Gill Hall Rd,Jefferson Hills,PA,15025,40.300187,-79.9623986,4,5,1,TRUE,,,,,,,"Event Planning & Services, Pizza, Restaurants, Caterers",Event Planning , Services, Pizza, Restaurants, Caterers,,,,,,,,,,,,,,,
Panera Bread,623 Clairton Blvd,Pleasant Hills,PA,15236,40.33147299,-79.94397892,3,9,1,TRUE,2,none,free,,,,"Food, Bagels, Sandwiches, Breakfast & Brunch, Bakeries, Salad, Soup, Restaurants",Food, Bagels, Sandwiches, Breakfast , Brunch, Bakeries, Salad, Soup, Restaurants,,,,,,,,,,,
"Q&M's Fish, Chik & Ribs",100 Boyce Park Dr,Plum,PA,15239,40.47744309,-79.74420586,4,15,1,TRUE,2,none,no,,,,"Restaurants, Soul Food, Southern, Barbeque",Restaurants, Soul Food, Southern, Barbeque,,,,,,,,,,,,,,,,
Ibiza Tapas & Wine Bar,2224 E Carson St,Pittsburgh,PA,15203,40.428086,-79.97356,3,139,0,TRUE,2,full_bar,no,FALSE,TRUE,,"Basque, Tapas Bars, Spanish, Restaurants",Basque, Tapas Bars, Spanish, Restaurants,,,,,,,,,,,,,,,,
Mediterrano,2193 Babcock Blvd,Pittsburgh,PA,15209,40.510325,-79.993322,3.5,63,0,TRUE,2,none,no,FALSE,TRUE,,"Mediterranean, Seafood, Greek, Restaurants",Mediterranean, Seafood, Greek, Restaurants,,,,,,,,,,,,,,,,
Max's Allegheny Tavern,537 Suismon St,Pittsburgh,PA,15212,40.4551907,-79.999754,4,211,1,TRUE,2,full_bar,no,,TRUE,,"German, Bars, Breakfast & Brunch, Nightlife, Pubs, Restaurants",German, Bars, Breakfast , Brunch, Nightlife, Pubs, Restaurants,,,,,,,,,,,,,
Benny Fierro's,1906 E Carson St,Pittsburgh,PA,15203,40.428394,-79.978837,4.5,87,1,TRUE,1,none,no,,,,"Restaurants, Pizza",Restaurants, Pizza,,,,,,,,,,,,,,,,,,
Sea Shell Bar,932 Beaver Grade Rd,Coraopolis,PA,15108,40.510867,-80.2140534,4,23,1,TRUE,2,full_bar,free,,,,"Seafood, Bars, Nightlife, Restaurants",Seafood, Bars, Nightlife, Restaurants,,,,,,,,,,,,,,,,
The Park House,403 E Ohio St,Pittsburgh,PA,15212,40.4531645,-80.0013704,4,71,1,TRUE,2,full_bar,,,TRUE,,"Nightlife, Pubs, Bars, Restaurants",Nightlife, Pubs, Bars, Restaurants,,,,,,,,,,,,,,,,
Teutonia Männerchor,857 Phineas St,Pittsburgh,PA,15212,40.4551916,-79.995014,4.5,10,1,TRUE,2,full_bar,free,,,,"Social Clubs, Arts & Entertainment, Beer, Wine & Spirits, Restaurants, Food, German",Social Clubs, Arts , Entertainment, Beer, Wine , Spirits, Restaurants, Food, German,,,,,,,,,,,
Sweet Buzz Bean & Bistro,3353 Rt 130,Harrison City,PA,15636,40.35509333,-79.65155135,4,39,1,TRUE,1,none,free,,,,"Bagels, Hot Dogs, American (New), Bakeries, Food, Breakfast & Brunch, Restaurants, Coffee & Tea, American (Traditional)",Bagels, Hot Dogs, American (New), Bakeries, Food, Breakfast , Brunch, Restaurants, Coffee , Tea, American (Traditional),,,,,,,,,
Outback Steakhouse,1400 Market Place Blvd,Moon Township,PA,15108,40.4573706,-80.1791796,4,29,1,TRUE,2,full_bar,free,,,,"Steakhouses, Restaurants",Steakhouses, Restaurants,,,,,,,,,,,,,,,,,,
Latitude 360,200 Quinn Dr,Pittsburgh,PA,15275,40.445902,-80.17785783,2.5,78,0,TRUE,2,full_bar,free,,TRUE,,"Nightlife, Bowling, Restaurants, Bars, American (New), Active Life",Nightlife, Bowling, Restaurants, Bars, American (New), Active Life,,,,,,,,,,,,,,
Pizza Milano,501 Lincoln Ave,Bellevue,PA,15202,40.495421,-80.055926,2.5,16,0,TRUE,1,,no,,,,"Pizza, Restaurants",Pizza, Restaurants,,,,,,,,,,,,,,,,,,
Wesley's Delicatessen & Catering,307 Fourth Ave,Pittsburgh,PA,15222,40.4394403,-80.0009542,4.5,24,0,TRUE,1,none,no,,,,"Caterers, Restaurants, Sandwiches, Delis, Event Planning & Services",Caterers, Restaurants, Sandwiches, Delis, Event Planning , Services,,,,,,,,,,,,,,
Tram's Kitchen,4050 Penn Ave,Pittsburgh,PA,15224,40.4653146,-79.9559642,4,285,1,FALSE,1,none,no,,FALSE,,"Vietnamese, Restaurants",Vietnamese, Restaurants,,,,,,,,,,,,,,,,,,
Yo Rita,1120 E Carson St,Pittsburgh,PA,15203,40.4285851,-79.9866264,3.5,126,0,TRUE,2,full_bar,no,,TRUE,,"Mexican, American (New), Restaurants",Mexican, American (New), Restaurants,,,,,,,,,,,,,,,,,
BullDawg's,317 S Evaline,Pittsburgh,PA,15224,40.4616003,-79.941423,4,6,1,,,,,,,,"Food, Food Trucks, Hot Dogs, Restaurants, Burgers",Food, Food Trucks, Hot Dogs, Restaurants, Burgers,,,,,,,,,,,,,,,
